,custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,id
4153,30.0,self-employed,single,university.degree,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,4154
4729,25.0,services,married,basic.9y,no,no,no,cellular,jul,,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,4730
334,,technician,married,,no,no,yes,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,335
4048,23.0,admin.,married,,no,no,yes,telephone,jun,,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,no,4049
1866,,services,divorced,,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,1867
2091,53.0,technician,married,,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,2092
1592,,admin.,single,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,1593
487,43.0,services,married,,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,488
987,49.0,admin.,married,high.school,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,988
364,59.0,management,married,basic.4y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999.0,0,no,365
2483,33.0,admin.,single,,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,2484
1588,29.0,admin.,single,basic.9y,no,no,no,cellular,may,mon,4,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999.0,2,no,1589
3824,44.0,technician,divorced,high.school,no,no,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,3825
4335,49.0,management,married,university.degree,unknown,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,4336
2793,46.0,housemaid,married,,no,no,yes,cellular,aug,wed,14,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,2794
2704,57.0,management,divorced,university.degree,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,2705
1007,36.0,technician,married,,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,1008
7219,40.0,admin.,married,,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no,7220
68,38.0,technician,single,university.degree,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,no,69
1899,34.0,technician,single,professional.course,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1900
6745,34.0,management,divorced,unknown,no,yes,no,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999.0,2,no,6746
2559,,services,single,high.school,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,2560
2615,,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,no,2616
4923,54.0,housemaid,married,basic.9y,no,yes,yes,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,999.0,0,no,4924
1632,38.0,technician,married,professional.course,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,no,1633
157,32.0,admin.,single,,no,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,158
5508,,technician,divorced,professional.course,no,unknown,unknown,telephone,may,mon,11,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,5509
6083,35.0,management,single,university.degree,no,yes,no,cellular,jul,tue,23,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,6084
6015,51.0,blue-collar,married,basic.6y,no,yes,no,cellular,jul,,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,6016
1534,45.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,1535
1330,81.0,retired,married,basic.4y,no,yes,no,cellular,aug,mon,4,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,999.0,0,no,1331
3379,,blue-collar,married,unknown,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,3380
3216,28.0,admin.,married,high.school,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999.0,2,no,3217
6227,23.0,services,single,,no,no,no,telephone,jun,wed,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,6228
7082,31.0,admin.,married,university.degree,no,yes,no,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,no,7083
5798,38.0,admin.,married,high.school,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,5799
2099,47.0,management,married,university.degree,no,yes,no,telephone,may,wed,2,3,3,success,-1.8,93.876,-40.0,0.682,5008.7,0.1,0,no,2100
649,35.0,management,married,university.degree,no,yes,yes,cellular,nov,mon,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,999.0,2,no,650
2607,,retired,single,professional.course,unknown,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,2608
720,47.0,technician,divorced,professional.course,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,no,721
6896,31.0,admin.,married,university.degree,no,yes,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,6897
2802,37.0,admin.,single,,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,2803
3601,36.0,management,married,university.degree,no,no,no,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,3602
2955,,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,2956
19,37.0,admin.,single,university.degree,no,no,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,20
4889,29.0,technician,single,professional.course,no,yes,no,cellular,sep,mon,7,3,5,success,-1.1,94.199,-37.5,0.879,4963.6,0.1,5,no,4890
2887,,technician,single,professional.course,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,2888
2832,31.0,services,single,professional.course,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,no,2833
6334,33.0,blue-collar,single,basic.4y,no,no,yes,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999.0,2,no,6335
5402,,blue-collar,married,unknown,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,no,5403
48,,services,married,high.school,unknown,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no,49
357,31.0,admin.,single,university.degree,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,358
3505,,blue-collar,married,basic.4y,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,no,3506
6245,33.0,self-employed,single,,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,no,6246
7584,28.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999.0,0,yes,7585
4198,45.0,blue-collar,married,,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,4199
8173,44.0,retired,single,high.school,no,no,no,cellular,aug,mon,4,999,0,nonexistent,-1.7,94.027,-38.3,0.896,4991.6,999.0,0,yes,8174
7052,33.0,technician,single,professional.course,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,7053
446,50.0,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,447
6501,50.0,blue-collar,married,professional.course,no,yes,no,cellular,aug,mon,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,6502
5993,25.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,5994
6495,38.0,technician,married,,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,6496
7196,29.0,admin.,married,university.degree,no,yes,no,cellular,dec,mon,2,999,1,failure,-3.0,92.713,-33.0,0.709,5023.5,999.0,0,no,7197
2050,35.0,services,married,high.school,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,2051
6718,34.0,admin.,married,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,999.0,0,no,6719
241,37.0,technician,single,,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,242
2808,26.0,services,single,high.school,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,2809
7445,43.0,unemployed,married,,no,no,no,cellular,sep,fri,2,9,1,success,-1.1,94.199,-37.5,0.883,4963.6,0.3,0,yes,7446
6264,29.0,entrepreneur,married,basic.6y,no,yes,no,cellular,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,no,6265
4806,49.0,services,married,high.school,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,4807
5487,43.0,services,married,high.school,no,no,yes,cellular,aug,tue,2,3,2,success,-2.9,92.201,-31.4,0.838,5076.2,0.1,4,no,5488
5509,,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,no,5510
5359,24.0,student,single,professional.course,no,no,no,cellular,nov,mon,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,999.0,2,no,5360
1933,28.0,blue-collar,married,,unknown,yes,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,1934
3127,61.0,retired,married,,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,no,3128
8164,,management,single,university.degree,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,yes,8165
4905,45.0,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,4906
4568,44.0,admin.,married,,no,no,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,4569
6347,50.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,999.0,1,no,6348
818,33.0,technician,single,,no,yes,no,cellular,aug,thu,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,819
7259,41.0,admin.,single,high.school,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,7260
6707,42.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,6708
6331,45.0,admin.,divorced,university.degree,no,yes,yes,cellular,jul,,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,6332
696,31.0,management,married,university.degree,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,697
7797,,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,yes,7798
1514,27.0,admin.,single,university.degree,no,yes,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999.0,2,no,1515
5105,,services,divorced,professional.course,no,no,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.392,5099.1,999.0,2,no,5106
2256,23.0,student,single,high.school,no,yes,no,cellular,may,,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,no,2257
1743,30.0,technician,single,,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,1744
3145,35.0,management,married,university.degree,no,no,no,telephone,aug,fri,1,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,999.0,0,no,3146
3853,46.0,unemployed,married,university.degree,no,no,no,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,999.0,1,no,3854
80,,admin.,married,basic.9y,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999.0,1,no,81
4875,36.0,management,married,,no,no,yes,cellular,apr,,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,no,4876
7513,31.0,unemployed,married,basic.9y,no,no,no,cellular,may,,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,yes,7514
1639,34.0,admin.,married,,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,1640
2677,49.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,2678
50,80.0,retired,married,basic.4y,no,no,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,999.0,0,no,51
5017,38.0,blue-collar,divorced,high.school,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,5018
1745,42.0,management,married,,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,no,1746
6768,36.0,entrepreneur,married,university.degree,no,yes,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,6769
3296,31.0,admin.,married,,no,no,no,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,3297
7809,,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,yes,7810
3511,55.0,admin.,married,,unknown,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,3512
140,37.0,management,married,,no,no,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,999.0,3,no,141
2290,34.0,admin.,single,university.degree,no,no,yes,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,2291
7335,28.0,management,single,university.degree,no,yes,no,cellular,sep,wed,3,6,1,success,-1.1,94.199,-37.5,0.88,4963.6,0.2,3,yes,7336
8070,29.0,admin.,married,university.degree,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,yes,8071
1203,37.0,self-employed,divorced,,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,1204
3710,28.0,services,single,professional.course,no,no,no,telephone,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,no,3711
6302,,admin.,divorced,university.degree,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,no,6303
6503,44.0,blue-collar,married,,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,no,6504
3448,31.0,admin.,single,high.school,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,3449
5548,65.0,housemaid,married,basic.4y,no,yes,no,cellular,oct,tue,2,999,1,failure,-3.4,92.431,-26.9,0.728,5017.5,999.0,1,no,5549
7669,34.0,admin.,single,,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999.0,0,yes,7670
6130,,services,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6131
4827,,unknown,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,4828
7425,33.0,student,divorced,professional.course,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,999.0,0,yes,7426
5335,31.0,blue-collar,married,,no,yes,no,cellular,may,tue,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999.0,2,no,5336
6238,26.0,technician,married,,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,6239
5351,34.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,no,5352
1537,31.0,technician,single,university.degree,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,1538
7487,,admin.,single,university.degree,no,no,no,cellular,mar,mon,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,999.0,0,yes,7488
7608,33.0,management,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,yes,7609
7979,80.0,retired,divorced,basic.4y,no,yes,yes,cellular,apr,thu,1,10,2,success,-1.8,93.749,-34.6,0.644,5008.7,0.333333333,10,yes,7980
4112,53.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,no,4113
6230,,services,married,,no,no,no,cellular,jul,,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,6231
6116,35.0,admin.,married,,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6117
1974,44.0,admin.,married,high.school,no,yes,no,telephone,oct,fri,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,999.0,0,no,1975
372,27.0,blue-collar,single,,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,no,373
4117,,technician,single,,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,4118
3644,47.0,blue-collar,single,,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,3645
5355,69.0,housemaid,married,basic.4y,no,no,no,telephone,aug,mon,4,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,999.0,0,no,5356
3502,48.0,technician,single,high.school,no,no,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999.0,0,no,3503
3420,47.0,admin.,married,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,no,3421
6278,43.0,technician,divorced,,no,yes,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,no,6279
2154,33.0,blue-collar,single,basic.9y,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,no,2155
8058,33.0,admin.,single,professional.course,no,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,999.0,2,yes,8059
3575,,technician,single,professional.course,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,3576
567,33.0,admin.,single,high.school,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,568
2674,,entrepreneur,married,,unknown,yes,yes,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,2675
5618,,blue-collar,married,unknown,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,5619
8200,45.0,blue-collar,married,,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,yes,8201
4137,59.0,housemaid,married,,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,4138
145,36.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,no,146
2380,45.0,services,married,,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,999.0,0,no,2381
4262,,admin.,single,basic.9y,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,4263
4357,29.0,services,married,,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,no,4358
3052,37.0,admin.,married,university.degree,no,no,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,3053
5271,58.0,retired,married,high.school,unknown,no,no,cellular,may,,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,999.0,2,no,5272
6349,42.0,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,6350
7680,54.0,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,2,6,2,success,-1.8,92.893,-46.2,1.266,5099.1,0.2,4,yes,7681
520,,admin.,single,high.school,no,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,no,521
7942,48.0,blue-collar,married,unknown,no,yes,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,yes,7943
6336,28.0,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,2,6,3,success,-1.1,94.767,-50.8,1.041,4963.6,0.2,12,no,6337
4611,,retired,married,university.degree,no,yes,no,telephone,oct,fri,1,999,0,nonexistent,-0.1,93.798,-40.4,4.918,5195.8,999.0,0,no,4612
5873,31.0,management,married,,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,no,5874
6484,29.0,blue-collar,single,,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,no,6485
4133,53.0,admin.,divorced,university.degree,no,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,no,4134
4227,34.0,blue-collar,single,,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,4228
4527,44.0,management,married,,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999.0,0,no,4528
2419,37.0,blue-collar,married,professional.course,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,no,2420
1105,36.0,technician,married,professional.course,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,no,1106
1821,45.0,technician,divorced,university.degree,no,yes,yes,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,no,1822
6100,29.0,admin.,single,high.school,unknown,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,no,6101
5093,35.0,blue-collar,single,high.school,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,0.2,0,no,5094
3270,36.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,3271
6072,33.0,admin.,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,6073
2821,43.0,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,no,2822
512,32.0,admin.,married,high.school,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,no,513
3567,49.0,retired,single,basic.4y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,no,3568
6522,,blue-collar,married,,unknown,no,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,no,6523
351,44.0,management,single,university.degree,no,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,999.0,4,no,352
7017,41.0,admin.,single,,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,no,7018
2025,43.0,technician,married,high.school,no,yes,no,telephone,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,no,2026
7716,29.0,technician,married,high.school,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999.0,0,yes,7717
7962,83.0,retired,married,,no,yes,no,cellular,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,0.133333333,0,yes,7963
3457,36.0,admin.,single,high.school,no,yes,yes,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999.0,0,no,3458
7868,36.0,admin.,divorced,high.school,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,yes,7869
